#unweighted undirected graph 
#nodes are hashtag ids
#edge means these two hashtags cooccur in at least one tweet
20937	27406
5022	9317
5179	10201
10911	28857
19922	25087
1083	15068
9317	27944
17134	21302
10033	31974
9317	25549
10235	11590
9027	31547
9178	29694
5445	24247
9317	31330
18839	19780
14364	31314
20701	24263
164	11974
31555	32990
4645	28723
7540	19946
5107	15449
6434	9551
12607	29886
2950	22426
200	29829
14100	23130
10113	22179
24512	26842
10333	29886
9317	19793
11015	14247
1053	22816
7540	22816
14261	29726
20142	31989
16232	28060
9317	17398
12035	15835
8517	9317
18025	29837
11590	27740
14862	23090
5968	18140
9317	20480
16781	18003
6155	21575
12708	31367
6389	21807
9317	22181
9270	17142
13382	17775
4706	12149
18140	20425
11698	18409
4160	20745
12962	23557
570	6451
11271	17012
9317	11435
20908	21543
11460	12149
7238	21807
10264	20831
9317	14821
15809	21175
9317	16282
711	2192
1928	9317
6523	28151
9317	13887
25130	28772
6812	8555
18391	22193
18105	19411
11354	31364
7233	13120
18869	23092
18391	25983
10333	10335
14752	17936
9317	33498
12667	19659
15544	26871
9078	22371
17264	33610
7526	20701
8647	27320
7540	14653
20913	32085
14770	18225
5337	9224
5562	18470
9317	27869
23092	28557
9528	27614
164	6451
4101	8427
16321	27022
13355	23030
13887	15148
4899	25586
14991	28712
3343	26098
18025	32101
9317	30999
19735	24466
9829	12149
19434	23838
3216	32265
9317	32652
5337	23609
9199	18140
7815	25642
30706	31400
9881	18140
10485	27614
9317	19654
12054	32113
18999	25736
5036	11686
1777	12149
3343	12776
9317	17275
4955	25634
17467	18880
16468	16506
15944	28557
585	17921
9317	22800
7652	12776
1494	14576
5267	9317
5140	6821
9317	24501
10980	23074
12016	28557
2177	5127
3216	9451
9317	22058
3031	26934
23477	31170
20160	32273
7555	12127
5501	12055
3759	8140
9226	21837
6244	18394
16101	19456
12543	31188
3444	4114
14757	23868
2486	10036
9317	14698
1494	5782
11014	12127
5456	9079
12667	12676
18701	29886
5259	6479
13800	22768
8830	20536
9317	13732
9551	22651
10980	13942
1296	22986
18049	27419
21475	26123
22534	27573
31628	31922
9317	33359
19679	31188
708	22358
2801	9317
3332	28869
18592	31214
28557	31538
9317	27714
18898	25153
17597	22481
4208	7362
12532	13149
19015	24019
9567	22008
5173	7297
7540	20160
6258	31014
7335	8267
9317	30166
10999	13467
16061	18140
14176	25455
9317	19531
22716	22749
10980	30308
4899	31435
1363	21730
9317	17120
9505	22749
7247	9317
9317	22661
4899	17793
5145	32217
16330	27502
9317	24378
17942	23658
22651	26268
16159	31306
12221	25117
6096	23813
7659	9317
18140	19671
26777	30995
15797	19002
9317	11205
21138	29223
18140	31200
13887	31828
14853	15357
9317	14367
18140	30283
24808	32673
13776	16259
9317	16052
355	28316
13800	22651
9317	32118
9317	13609
6451	22544
28557	32922
12109	22651
23788	29567
14851	15526
25451	25746
22385	22651
8422	14223
11267	23919
1693	29704
7570	10704
19679	33508
5337	6227
9317	33268
25812	33481
24684	29886
5337	5672
1935	9317
9829	13149
5337	28208
15184	26455
6317	11355
1640	6451
1611	20859
9317	27639
12776	25765
17160	18859
5724	18140
11189	23997
11849	14141
9567	21613
5179	13643
3907	21603
9317	32422
3879	28557
17371	32275
14371	24840
7362	16131
9317	30043
18248	22651
6801	24786
6564	18025
9317	19440
1494	17164
17936	20732
22403	25565
4141	5984
4487	7540
18859	22481
9317	22538
10999	17983
3832	31367
4645	18470
7540	26111
2039	11048
11890	15184
9317	24239
31502	31503
12149	17605
21472	21475
24555	24556
21137	22568
22053	26573
8071	9317
15823	16232
4645	23829
6720	25454
16859	23196
28567	29970
14176	19740
9317	12658
19225	32652
14692	23821
508	13339
779	24946
16684	18140
3692	6549
9317	10116
6845	8362
1752	23919
18705	27711
9317	15929
18140	27681
3001	7714
3283	15068
3	21475
26929	31585
28911	31004
16859	32126
519	22396
5179	21026
20908	32950
13136	13936
32101	32997
19679	33385
15184	29436
3742	18140
6244	27573
8650	9317
22611	30129
12127	32869
9567	33798
15413	18430
5414	18936
20817	30354
2565	18025
12423	16192
9317	24849
4011	21859
23964	33103
16800	17605
9317	26550
12427	31188
6733	11562
8427	10980
9317	32299
1998	9092
10980	25668
8080	23926
8359	9317
3300	22111
11585	26613
10333	30354
9317	19301
17244	25008
9567	32122
13385	15063
9317	16666
1109	9368
1662	9317
9317	18367
6357	25301
2894	9317
5195	18140
4645	6244
8512	8519
9317	24148
6579	21475
28080	28557
1693	18789
1213	22749
9317	21705
12149	20143
9085	24701
11768	24635
1194	18220
318	9317
11555	22077
6451	31073
9317	11007
6425	10980
522	14960
21841	22050
30746	30762
452	12149
18639	19329
21026	23793
5343	9317
9317	9993
18640	19679
22421	31364
9317	15790
2962	6451
7960	33729
3978	4323
7673	18140
9317	13379
11177	23682
11171	31828
7101	17703
18412	25774
6641	18025
6712	9317
9317	33006
14176	14591
9027	13669
23389	25085
10789	15184
7229	31188
11964	18140
22668	31014
23478	29253
4	30224
4519	25235
9567	16909
14738	18025
14162	31880
19946	23510
12427	13580
18391	31367
8264	8771
9317	24710
8934	16405
11912	19805
9317	26427
1248	14114
9540	18025
9317	32208
7737	9317
9515	18025
8876	16421
9317	29813
22668	22749
10980	32354
21807	33198
8511	27573
633	4041
298	9317
9317	19178
9799	22651
7540	23455
21942	30934
22651	23532
6250	33522
6281	31466
9567	30528
5361	30354
19850	23208
9317	18212
10235	18721
3937	31415
8553	20866
22107	31162
1932	13745
12424	16882
1185	29767
13043	23412
9317	21630
27679	31367
10431	10478
16152	19225
14114	26956
18140	19355
11037	26842
8105	28557
2000	19946
164	21992
3141	17816
12149	15427
16876	24502
15184	21995
30923	30924
8367	27573
12228	20881
9317	15699
16709	17038
18140	27919
11573	26443
8356	18869
9317	13256
10284	12776
18391	22014
9317	13639
5810	22668
18140	25077
17605	17849
8552	24840
8736	18602
13669	24439
2232	13578
7540	9947
2340	4512
7105	9317
9049	9317
4579	22077
10801	28685
11107	18245
5164	31188
23445	24640
24310	24314
2482	11130
17996	32126
7164	28557
13622	18140
6768	9317
18025	25153
6451	13614
21123	25928
8764	24495
6376	25512
3904	9317
6645	9317
9317	26272
16281	28195
14261	28557
9317	32069
2833	13789
3343	8555
9317	29690
12968	17375
25320	26684
23249	23250
9317	18847
6377	21807
23918	31364
214	32356
8922	29502
15105	18140
9317	18089
22912	27573
18140	24541
23566	26745
9317	23886
5337	14540
1494	13382
6	1659
17738	30019
8427	14418
9317	21475
10388	10733
20881	25090
14114	24636
22651	25301
7773	22654
9734	22111
69	16448
9317	10729
6198	14937
10723	18382
8410	13307
16669	25043
9317	12174
7779	19679
8707	22077
9317	9763
782	31996
18140	29759
6932	7540
12149	12162
21169	31188
518	13891
2809	5179
4082	21596
7299	11590
10369	22990
15508	29227
18140	24904
3934	19679
17720	22668
20801	26346
8136	9317
1670	13808
31014	32622
4037	18391
4576	27573
15847	31014
16453	21368
2270	13247
2625	13020
3012	31367
3282	20908
19527	22668
1324	9317
9567	17787
8070	22668
11775	31795
7960	10024
5594	33755
15988	17750
9317	28592
16909	25647
24487	29913
8896	12427
8072	9317
829	9317
25043	25087
9317	31946
21859	22125
13433	23154
10302	25661
18025	30717
9317	29551
2398	14565
13891	22481
8555	23468
1998	12127
2447	8033
9317	20409
8711	24741
19771	27816
22749	31481
14076	34003
9317	18014
12084	13149
23821	24439
16787	32452
9317	23795
3268	31226
9967	31881
4646	9317
19741	24039
7540	29465
15863	18025
22077	22881
4899	21513
